,PetID,Type,Name,Age,Breed1,Breed2,Gender,Color1,Color2,Color3,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,State,Quantity,Fee,VideoAmt,PhotoAmt,AdoptionSpeed
9856,8a9bdc274,Dog,Chocolate,4,Mixed Breed,Mixed Breed,Female,Brown,Brown,Brown,Medium,Long,Yes,Yes,No,Healthy,Perak,1,0,0,4.0,2
9857,f8710e158,Dog,A To L,2,Mixed Breed,Mixed Breed,Mixed,Black,Brown,White,Medium,Short,No,No,No,Healthy,Selangor,11,0,0,21.0,3
9858,eddc2e2ae,Dog,Cap,5,Poodle,Schnauzer,Male,Cream,White,White,Medium,Medium,Yes,Yes,NA,Healthy,Selangor,1,0,0,1.0,0
9859,7989fd303,Cat,Mimi,1,Balinese,Balinese,Mixed,Black,Gray,White,Small,Short,No,No,No,Healthy,Kuala Lumpur,6,0,0,2.0,2
9860,d5cbed556,Dog,Lovely Puppies,2,Mixed Breed,Mixed Breed,Mixed,Brown,Cream,White,Medium,Short,NA,Yes,No,Healthy,Kuala Lumpur,5,0,0,1.0,4
9861,0e8887c13,Dog,Sloan,3,Mixed Breed,Mixed Breed,Male,Black,Brown,Brown,Medium,Medium,No,No,No,Healthy,Selangor,1,0,0,2.0,4
9862,5c1fa6bd2,Dog,Jojo Girl,9,Mixed Breed,Doberman Pinscher,Female,Black,Brown,Brown,Medium,Short,No,Yes,Yes,Healthy,Selangor,1,0,0,7.0,4
9863,b2676e6b1,Dog,Princess Leia,26,Jack Russell Terrier,Mixed Breed,Female,Brown,Cream,White,Medium,Short,Yes,Yes,Yes,Healthy,Selangor,1,0,1,5.0,4
9864,4d649e887,Cat,Tuxedo Babe,8,Tuxedo,Tuxedo,Female,Black,White,White,Medium,Medium,No,Yes,No,Healthy,Kuala Lumpur,1,0,0,7.0,2
9865,1bde9cc3f,Dog,Missy,3,Mixed Breed,Mixed Breed,Female,Black,White,White,Medium,Short,Yes,Yes,No,Healthy,Selangor,1,0,0,0.0,4
9866,2633bc461,Cat,Gintut & Oyen,10,Domestic Medium Hair,Domestic Medium Hair,Male,Golden,Golden,Golden,Medium,Medium,Yes,Yes,No,Healthy,Kuala Lumpur,2,0,0,6.0,3
9867,8f90bba4c,Dog,Sheera,14,Mixed Breed,German Shepherd Dog,Female,Black,Brown,Brown,Medium,Medium,Yes,Yes,Yes,Healthy,Selangor,1,0,0,1.0,1
9868,2d880df4f,Cat,Diego & Frida,6,Domestic Medium Hair,Domestic Medium Hair,Mixed,Black,Yellow,Gray,Medium,Short,Yes,Yes,Yes,Healthy,Kuala Lumpur,2,0,0,4.0,4
9869,0cf709a59,Dog,Boney,8,Mixed Breed,Mixed Breed,Male,Brown,Brown,Brown,Medium,Medium,Yes,Yes,No,Healthy,Selangor,1,50,0,3.0,3
9870,573f877f8,Dog,Poody,12,Poodle,Poodle,Male,Cream,White,White,Medium,Short,NA,NA,NA,Healthy,Selangor,1,0,0,3.0,1
9871,57184a406,Cat,Mimi,2,Domestic Medium Hair,Domestic Medium Hair,Female,Yellow,Yellow,Yellow,Small,Medium,No,Yes,NA,Healthy,Pulau Pinang,1,0,0,5.0,3
9872,21db2af7c,Cat,Wisky,2,Domestic Short Hair,Domestic Short Hair,Male,Black,Gray,White,Small,Short,NA,NA,NA,Healthy,Selangor,1,0,0,7.0,1
9873,ed5261f14,Cat,Shadow,12,Domestic Short Hair,Domestic Medium Hair,Male,Black,White,White,Medium,Medium,Yes,Yes,No,Healthy,Selangor,1,0,0,2.0,2
9874,d120df077,Cat,Blu,2,Domestic Short Hair,Domestic Short Hair,Male,Black,Brown,Gray,Small,Short,No,Yes,No,Healthy,Selangor,1,0,0,7.0,1
9875,02f89bdcb,Dog,Rex,72,Labrador Retriever,Labrador Retriever,Male,Cream,Cream,Cream,Large,Short,Yes,Yes,No,Healthy,Selangor,1,0,0,3.0,0
9876,d6fe9ec65,Cat,Osky,2,Domestic Short Hair,Domestic Short Hair,Female,Black,White,White,Medium,Short,No,Yes,No,Healthy,Selangor,1,0,0,3.0,2
9877,0c281122e,Dog,Night Fury & Dannis Manace,16,Dachshund,Husky,Female,Black,Black,Black,Medium,Medium,Yes,Yes,NA,Healthy,Selangor,2,0,0,2.0,3
9878,511b4a044,Dog,Morrie,12,Mixed Breed,Mixed Breed,Female,Brown,Brown,Brown,Medium,Short,No,Yes,Yes,Healthy,Johor,1,0,0,4.0,3
9879,9b7179c65,Dog,Puppy 1,1,Mixed Breed,Mixed Breed,Female,Brown,Brown,Brown,Medium,Medium,Yes,Yes,No,Healthy,Selangor,1,0,0,1.0,3
9880,61e477c0a,Dog,Big Tail,1,Mixed Breed,Mixed Breed,Male,Brown,Brown,Brown,Medium,Medium,No,Yes,No,Healthy,Selangor,1,38,0,17.0,1
9881,fa16a892d,Cat,Safie,2,Domestic Medium Hair,Domestic Medium Hair,Female,Brown,Golden,Gray,Medium,Medium,No,Yes,No,Healthy,Kuala Lumpur,1,0,0,3.0,1
9882,24e5e366c,Cat,Mocha,1,Siamese,Tabby,Male,Brown,Cream,White,Small,Short,Yes,Yes,No,Healthy,Selangor,1,0,0,4.0,3
9883,6d67ee4d1,Dog,Luke,3,Mixed Breed,Mixed Breed,Male,Brown,White,White,Large,Short,Yes,Yes,No,Healthy,Selangor,1,0,0,16.0,3
9884,c659e8a32,Dog,Bruno And Three Sisters,2,Terrier,Mixed Breed,Mixed,Black,Brown,Golden,Medium,Short,No,Yes,No,Healthy,Selangor,5,0,0,6.0,2
9885,f88fd5ee5,Cat,Kiko,8,Domestic Short Hair,Domestic Short Hair,Female,Cream,White,White,Medium,Medium,Yes,Yes,No,Healthy,Kuala Lumpur,1,0,0,5.0,3
9886,2401dd6df,Dog,C1C,2,Mixed Breed,Mixed Breed,Male,Brown,Brown,Brown,Medium,Medium,No,Yes,No,Healthy,Selangor,1,0,0,5.0,3
9887,454aa9e20,Cat,Looking For Good Home For 8 Kitties,2,Domestic Short Hair,Domestic Short Hair,Mixed,Black,Cream,White,Large,Short,No,No,No,Healthy,Johor,8,0,0,1.0,2
9888,becd6c70d,Dog,Beano & Akela,2,Mixed Breed,Mixed Breed,Mixed,Brown,Yellow,Cream,Medium,Short,Yes,Yes,No,Healthy,Kuala Lumpur,2,0,0,5.0,4
9889,4b2aa880a,Dog,"Tiger, Bear Bear, Rusty And Rosie",2,Mixed Breed,Golden Retriever,Male,Brown,Golden,Golden,Medium,Short,No,Yes,No,Healthy,Selangor,4,0,4,24.0,3
9890,162c1d98a,Cat,â Kiseki (Miracle) Blossom â,1,Domestic Medium Hair,Tabby,Female,Golden,Cream,White,Medium,Medium,No,Yes,No,Healthy,Selangor,1,0,0,11.0,2
9891,3dfee20c2,Cat,Mama,24,Siamese,Siamese,Female,Black,Brown,White,Medium,Medium,NA,NA,NA,Healthy,Pulau Pinang,1,0,0,3.0,4
9892,3faf2b4d4,Cat,Siam,3,Siamese,Siamese,Mixed,Black,Brown,White,Small,Medium,No,No,No,Healthy,Selangor,4,50,0,1.0,3
9893,f51667d46,Dog,Kafee,2,Doberman Pinscher,Mixed Breed,Female,Black,Brown,Brown,Medium,Medium,Yes,NA,No,Healthy,Selangor,1,0,0,4.0,3
9894,4bdc6f196,Cat,Mimi & Momo,2,Domestic Short Hair,Domestic Short Hair,Female,Brown,Gray,White,Small,Short,Yes,No,No,Healthy,Selangor,2,0,0,5.0,3
9895,68838474a,Dog,"Brownie, Blackie, Rambo, Charcoal, Chip, Dale",2,Mixed Breed,Mixed Breed,Mixed,Black,Brown,Brown,Large,Short,No,Yes,No,Healthy,Selangor,6,50,0,12.0,2
9896,3745aa22f,Dog,Still Water,2,Mixed Breed,Mixed Breed,Female,Brown,Brown,Brown,Small,Short,No,NA,NA,Healthy,Kuala Lumpur,1,0,0,2.0,3
9897,c22ebfb78,Cat,11 Kittens,2,Domestic Medium Hair,Domestic Medium Hair,Mixed,Black,Gray,Gray,Medium,Medium,No,No,No,Healthy,Selangor,10,50,0,0.0,4
9898,8ef67ba31,Cat,Sherhan,3,Bengal,American Shorthair,Male,Black,Brown,Golden,Medium,Short,No,No,No,Healthy,Selangor,1,0,0,3.0,0
9899,5b928c0a6,Cat,Pong Pong,10,American Shorthair,American Shorthair,Male,Black,Gray,White,Medium,Medium,Yes,No,No,Healthy,Selangor,1,0,0,3.0,2
9900,548df7912,Dog,Furball,2,Spitz,Mixed Breed,Male,Black,White,White,Medium,Medium,Yes,No,Yes,Healthy,Selangor,1,0,0,10.0,2
9901,f246dec63,Dog,Ah Girl,36,Mixed Breed,Mixed Breed,Female,Brown,Brown,Brown,Medium,Short,Yes,Yes,Yes,Healthy,Kuala Lumpur,1,0,0,3.0,4
9902,6a546bfb7,Dog,Boy,12,Mixed Breed,Mixed Breed,Male,Brown,Brown,Brown,Medium,Medium,Yes,Yes,Yes,Healthy,Selangor,1,0,0,1.0,3
9903,99859bab7,Dog,Still Water,1,Mixed Breed,Mixed Breed,Male,Black,Brown,Brown,Medium,Short,NA,NA,NA,Healthy,Selangor,3,0,0,1.0,2
9904,5d02f91fc,Dog,Wei Wei,1,Rottweiler,Boxer,Female,Black,Brown,Brown,Medium,Medium,Yes,Yes,No,Healthy,Selangor,1,0,0,6.0,2
9905,6dd6775e2,Cat,No Name,1,Domestic Medium Hair,Domestic Medium Hair,Female,Black,Gray,White,Medium,Medium,No,Yes,No,Healthy,Kuala Lumpur,1,0,0,3.0,2
9906,c87651546,Dog,Tiger Girl,6,Mixed Breed,Mixed Breed,Female,Black,Brown,Cream,Medium,Medium,Yes,Yes,Yes,Healthy,Pulau Pinang,1,100,0,5.0,3
9907,fcffea7c0,Cat,2 Abadoned Kittens,1,Domestic Medium Hair,Domestic Medium Hair,Female,Black,Yellow,White,Medium,Medium,No,No,No,Healthy,Kuala Lumpur,1,0,0,8.0,2
9908,75bc667ae,Dog,Angie,1,Mixed Breed,Mixed Breed,Female,Brown,White,White,Medium,Short,Yes,Yes,No,Healthy,Selangor,1,0,0,8.0,2
9909,b1021dc35,Dog,Sally Field,12,Dachshund,Mixed Breed,Female,Black,Brown,Brown,Medium,Medium,Yes,Yes,NA,Healthy,Pulau Pinang,3,0,0,2.0,3
9910,c042fa2d5,Dog,Mongrel Puppies,1,Mixed Breed,Mixed Breed,Male,Black,Black,Black,Medium,Short,No,Yes,No,Healthy,Selangor,4,0,0,7.0,2
9911,d68301fb2,Cat,Wu Kong,5,Oriental Short Hair,Oriental Short Hair,Female,Brown,Cream,Cream,Medium,Medium,No,No,No,Healthy,Selangor,1,0,0,3.0,4
9912,f45b98b4f,Dog,Princess,96,Labrador Retriever,Labrador Retriever,Female,Black,Black,Black,Large,Short,Yes,Yes,Yes,Healthy,Selangor,1,50,0,6.0,3
9913,4c04c9cba,Dog,Recks,8,Mixed Breed,Mixed Breed,Male,Black,Brown,Brown,Medium,Short,NA,NA,No,Healthy,Kuala Lumpur,1,0,0,2.0,2
9914,e3f28534a,Dog,251(081016),51,Mixed Breed,Mixed Breed,Female,Brown,White,White,Medium,Medium,Yes,Yes,Yes,Healthy,Selangor,1,80,0,5.0,4
9915,f0ba86cc6,Dog,ViVi,12,Pekingese,Pekingese,Female,Brown,White,White,Small,Long,Yes,Yes,Yes,Healthy,Selangor,1,0,0,5.0,2
9916,5701c7885,Cat,Shabu(Brown),1,Domestic Medium Hair,Domestic Short Hair,Female,Brown,Brown,Brown,Small,Medium,Yes,Yes,No,Healthy,Selangor,1,0,0,6.0,2
9917,c7c443855,Dog,Wong Choy,36,Mixed Breed,Mixed Breed,Male,Brown,Brown,Brown,Medium,Short,No,No,Yes,Minor Injury,Selangor,1,0,0,4.0,4
9918,257a99aa2,Dog,Macy,7,Mixed Breed,Mixed Breed,Female,Brown,Golden,Yellow,Medium,Medium,Yes,NA,Yes,Healthy,Pulau Pinang,1,0,0,4.0,4
9919,94afcd90c,Dog,Unnamed,2,Mixed Breed,Mixed Breed,Female,Golden,Golden,Golden,Medium,Short,Yes,Yes,No,Healthy,Kuala Lumpur,2,150,0,5.0,3
9920,1f34d9c73,Cat,Munchkin Miko,2,Tabby,Domestic Short Hair,Female,Black,Gray,Gray,Medium,Short,No,Yes,No,Healthy,Kuala Lumpur,1,0,0,22.0,3
9921,26edfaa28,Dog,German Shepherd Mix Puppies,1,German Shepherd Dog,Golden Retriever,Mixed,Black,Golden,Golden,Medium,Medium,No,No,No,Healthy,Selangor,4,50,0,4.0,2
9922,2d7a45689,Cat,Mommo Family,12,Domestic Short Hair,Persian,Mixed,Black,Brown,Brown,Medium,Long,No,No,No,Healthy,Kuala Lumpur,4,0,0,4.0,1
9923,8f117f08e,Cat,Grey,9,Tuxedo,Tuxedo,Male,Gray,White,White,Medium,Medium,Yes,Yes,Yes,Healthy,Kuala Lumpur,1,0,0,3.0,0
9924,c1da8c2de,Dog,Da May & Xiao May,4,Mixed Breed,Mixed Breed,Female,Black,Brown,Yellow,Medium,Medium,Yes,Yes,No,Healthy,Selangor,2,0,0,2.0,2
9925,356a9cf88,Cat,City Kitten,2,Domestic Short Hair,Domestic Short Hair,Female,Black,Brown,Golden,Medium,Short,No,Yes,No,Healthy,Kuala Lumpur,1,0,0,1.0,3
9926,d277a0abd,Cat,Cute Kittens Of Varying Ages,1,Domestic Short Hair,Domestic Short Hair,Mixed,Black,Gray,White,Medium,Short,NA,NA,NA,Healthy,Kuala Lumpur,11,0,0,5.0,4
9927,3a4ce4c6e,Dog,Cutie In Kota Dsara,36,Poodle,Poodle,Female,Black,White,White,Small,Medium,NA,NA,NA,Healthy,Selangor,1,0,0,1.0,2
9928,62d822791,Dog,Sebastian,3,Mixed Breed,Mixed Breed,Male,Black,Brown,Brown,Large,Short,Yes,Yes,No,Healthy,Selangor,1,0,0,2.0,4
9929,a9294a9ea,Dog,Harry,72,German Shepherd Dog,German Shepherd Dog,Male,Black,Brown,Brown,Large,Short,Yes,Yes,No,Healthy,Selangor,1,250,0,3.0,1
9930,986e26eeb,Cat,Miracle Five,1,Domestic Short Hair,Domestic Short Hair,Mixed,Black,Gray,Gray,Small,Short,No,No,No,Healthy,Selangor,5,0,0,10.0,4
9931,6aaf058b6,Cat,Marble & Fruitcake,31,Calico,Domestic Medium Hair,Female,Black,Golden,White,Medium,Medium,Yes,Yes,No,Healthy,Selangor,2,0,0,23.0,3
9932,a97a679b0,Dog,MiMi,12,Mixed Breed,Mixed Breed,Female,White,White,White,Medium,Medium,Yes,Yes,Yes,Healthy,Selangor,1,0,0,4.0,1
9933,f7bf646ee,Cat,Kimmie,5,Domestic Short Hair,Domestic Short Hair,Female,Brown,Golden,White,Medium,Short,Yes,Yes,Yes,Healthy,Selangor,1,0,0,5.0,4
9934,849ce39d4,Cat,Meow,8,Persian,Burmese,Female,Brown,White,White,Medium,Medium,Yes,Yes,No,Healthy,Selangor,1,0,0,4.0,4
9935,d9f512b8b,Cat,Tomagochi,3,Domestic Medium Hair,Domestic Medium Hair,Male,Black,Brown,Golden,Small,Medium,Yes,Yes,Yes,Healthy,Negeri Sembilan,1,0,0,5.0,3
9936,fb9833d4b,Dog,Kittens Available For Adoption,2,Mixed Breed,Mixed Breed,Mixed,Brown,Yellow,White,Medium,Medium,No,No,NA,Healthy,Kuala Lumpur,4,0,0,5.0,4
9937,a4c99a552,Cat,Earthy,2,Domestic Short Hair,Domestic Short Hair,Female,Black,White,White,Medium,Short,Yes,Yes,No,Healthy,Selangor,1,0,0,1.0,1
9938,652787a1f,Cat,Mochi,2,Domestic Short Hair,Domestic Short Hair,Female,Black,Cream,White,Small,Short,No,Yes,No,Healthy,Kuala Lumpur,1,0,1,5.0,3
9939,c29a364bc,Dog,Pororo And The Gang,1,Mixed Breed,Mixed Breed,Female,Black,Brown,Brown,Small,Short,No,Yes,No,Healthy,Perak,3,50,1,11.0,3
9940,6cc070892,Dog,Mochi,48,Poodle,Poodle,Male,Cream,Cream,Cream,Small,Long,Yes,Yes,Yes,Minor Injury,Kuala Lumpur,1,0,0,6.0,3
9941,6e61a7b46,Dog,Still Water,2,Mixed Breed,Mixed Breed,Mixed,Brown,Cream,White,Medium,Short,NA,NA,NA,Healthy,Selangor,4,0,1,4.0,4
9942,fc0952bea,Dog,Ben,12,Mixed Breed,Mixed Breed,Male,Brown,Yellow,Cream,Medium,Medium,NA,NA,NA,Healthy,Pulau Pinang,1,0,0,1.0,4
9943,dbfc5a778,Dog,Still Water,2,Mixed Breed,Mixed Breed,Mixed,Black,Brown,White,Small,Medium,Yes,Yes,No,Healthy,Selangor,4,0,0,5.0,4
9944,ed40421f9,Cat,Kak Ros,12,Domestic Short Hair,Domestic Short Hair,Female,Brown,Yellow,Cream,Medium,Short,No,Yes,Yes,Healthy,Selangor,1,0,0,1.0,2
9945,e77dccf0d,Cat,Manyaw,8,Domestic Short Hair,Domestic Short Hair,Male,Golden,Yellow,Yellow,Small,Short,No,Yes,NA,Healthy,Selangor,1,0,0,8.0,3
9946,06666dc09,Dog,ROYY,4,Mixed Breed,Golden Retriever,Male,Golden,Golden,Golden,Medium,Medium,Yes,No,Yes,Healthy,Selangor,1,0,0,3.0,4
9947,31353ed83,Dog,Lei Lei,4,Siberian Husky,German Shepherd Dog,Female,Black,Brown,Brown,Large,Medium,Yes,Yes,No,Healthy,Selangor,1,600,0,2.0,1
9948,d605fa35d,Dog,BaiBai,2,Mixed Breed,Mixed Breed,Female,Cream,White,White,Medium,Short,No,No,No,Healthy,Pulau Pinang,1,0,0,2.0,3
9949,48317c9e5,Cat,Looong Life Kitty,2,Domestic Short Hair,Domestic Short Hair,Male,Gray,Gray,Gray,Small,Short,No,Yes,No,Minor Injury,Selangor,1,8,0,8.0,3
9950,80bee180a,Cat,(No Name - She Is Just A Stray),4,Sphynx (hairless cat),Sphynx (hairless cat),Female,Yellow,Cream,White,Small,Short,No,No,No,Minor Injury,Kuala Lumpur,1,0,0,2.0,0
9951,e5155cda1,Dog,Mixcy Girl,2,Mixed Breed,Mixed Breed,Female,Black,Brown,Brown,Medium,Short,No,Yes,No,Healthy,Pulau Pinang,1,0,0,3.0,2
9952,cde0d8e8e,Dog,Cookie,4,Mixed Breed,Mixed Breed,Female,Yellow,Yellow,Yellow,Medium,Short,Yes,Yes,Yes,Healthy,Negeri Sembilan,1,50,0,3.0,3
9953,6b7f2c603,Dog,Browny's Pups,1,Mixed Breed,Mixed Breed,Mixed,Black,Brown,White,Medium,Short,No,No,No,Healthy,Selangor,8,0,0,3.0,3
9954,5548fa6f4,Cat,MOMOT,1,Domestic Short Hair,Domestic Short Hair,Female,Black,Brown,Yellow,Large,Medium,No,Yes,NA,Healthy,Selangor,1,0,0,4.0,2
9955,a76937df3,Cat,Still Water,6,Domestic Medium Hair,Domestic Medium Hair,Mixed,Black,Gray,Gray,Small,Medium,No,Yes,Yes,Healthy,Selangor,3,100,0,3.0,4
9956,6d945f8ec,Cat,Zety And Whity,7,Domestic Medium Hair,Oriental Short Hair,Female,Black,White,White,Medium,Medium,NA,NA,No,Healthy,Selangor,2,0,0,4.0,4
9957,095314294,Dog,Mac,3,Mixed Breed,Mixed Breed,Female,Black,Brown,Brown,Medium,Short,No,Yes,No,Healthy,Kuala Lumpur,1,0,0,7.0,3
9958,49a867af7,Dog,Cute Siblings,3,Mixed Breed,Mixed Breed,Mixed,Black,Yellow,Yellow,Medium,Short,No,No,No,Healthy,Perak,2,0,0,5.0,1
9959,1712ba40e,Dog,Puppy,24,Chihuahua,Chihuahua,Male,Cream,Cream,Cream,Small,Short,Yes,Yes,No,Minor Injury,Selangor,1,0,0,2.0,4
9960,610ece7bd,Dog,Scotch,3,Mixed Breed,Mixed Breed,Male,Brown,Gray,Gray,Medium,Short,Yes,Yes,No,Healthy,Selangor,1,0,0,3.0,3
9961,8991aff61,Cat,Still Water,1,Domestic Short Hair,Domestic Short Hair,Female,Black,Brown,Brown,Small,Short,No,No,No,Healthy,Selangor,1,0,0,4.0,3
9962,89a5e9a9d,Cat,Along,3,Domestic Short Hair,Domestic Short Hair,Male,White,White,White,Small,Short,No,Yes,No,Healthy,Kuala Lumpur,1,0,0,3.0,1
9963,9da5c9d23,Dog,Max Aka Brandy,60,Golden Retriever,Golden Retriever,Male,Golden,Golden,Golden,Large,Medium,NA,NA,NA,Healthy,Selangor,1,0,0,1.0,2
9964,04c9a643d,Cat,Ingrid,5,Domestic Medium Hair,Domestic Medium Hair,Female,Gray,Gray,Gray,Small,Medium,Yes,Yes,Yes,Healthy,Kuala Lumpur,1,0,0,5.0,2
9965,9fb0aedb7,Cat,Mimi,6,Oriental Short Hair,Oriental Short Hair,Female,Black,Gray,Gray,Medium,Short,Yes,Yes,Yes,Healthy,Kuala Lumpur,1,0,0,2.0,2
9966,30aa1059a,Dog,Veera,36,Labrador Retriever,Labrador Retriever,Male,Yellow,Yellow,Yellow,Large,Medium,Yes,Yes,No,Healthy,Selangor,1,0,0,3.0,1
9967,f0a1f2b90,Cat,Favour Speedy Abundance And Courage,7,Bombay,Burmese,Male,Black,Brown,Brown,Medium,Short,Yes,Yes,No,Healthy,Pulau Pinang,4,0,0,2.0,4
9968,3eb8ef7b3,Cat,P,4,Domestic Short Hair,Domestic Short Hair,Male,Golden,White,White,Medium,Short,Yes,Yes,Yes,Healthy,Selangor,1,0,0,3.0,4
9969,388bb6170,Cat,4 Kittens,3,Domestic Short Hair,Domestic Short Hair,Mixed,Black,Brown,White,Medium,Short,No,No,No,Healthy,Selangor,4,0,0,4.0,4
9970,ef7bdaf3a,Dog,Tank & Zorro (Urgent Adoption!),120,Labrador Retriever,Harrier,Male,Black,Brown,Golden,Large,Medium,Yes,Yes,Yes,Healthy,Selangor,2,0,0,3.0,1
9971,f3152276a,Cat,Luna,8,Javanese,Javanese,Female,Gray,White,White,Medium,Short,No,No,No,Healthy,Selangor,1,0,0,3.0,4
9972,f1775b51b,Dog,Jelly Bean,1,Mixed Breed,Mixed Breed,Female,White,White,White,Medium,Short,NA,NA,No,Healthy,Selangor,1,0,0,3.0,2
9973,2a2b95086,Dog,Shanti,0,Mixed Breed,Mixed Breed,Female,Brown,Cream,White,Medium,Short,No,No,No,Healthy,Johor,1,0,0,1.0,4
9974,67db5accd,Dog,Junior,36,Cocker Spaniel,Cocker Spaniel,Male,Cream,Cream,Cream,Medium,Long,Yes,Yes,Yes,Healthy,Kuala Lumpur,1,200,0,1.0,4
9975,c001473a1,Dog,Girl Girl,2,Mixed Breed,Mixed Breed,Female,Black,Brown,Cream,Medium,Short,Yes,Yes,No,Healthy,Selangor,1,0,0,5.0,2
9976,1b8fee68d,Cat,Expresso,3,Domestic Short Hair,Tabby,Male,Black,Brown,Brown,Small,Short,NA,NA,NA,Healthy,Kuala Lumpur,1,0,0,4.0,2
9977,4910ac042,Dog,Dolly,3,Mixed Breed,Mixed Breed,Male,Golden,Cream,Cream,Medium,Short,No,No,No,Healthy,Perak,1,0,0,5.0,3
9978,92b6acf73,Dog,Boy,29,Golden Retriever,Golden Retriever,Male,Brown,Golden,Cream,Large,Long,NA,NA,No,Healthy,Selangor,1,400,0,3.0,2
9979,7e3607e1f,Dog,Poodle,24,Poodle,Poodle,Male,Brown,Brown,Brown,Small,Medium,NA,NA,No,Healthy,Kuala Lumpur,1,0,0,1.0,3
9980,81734dbc4,Cat,Mask,1,American Shorthair,American Shorthair,Female,Black,White,White,Small,Short,No,No,No,Healthy,Kuala Lumpur,1,0,0,1.0,1
9981,767907867,Cat,Maxine,8,Domestic Medium Hair,Tabby,Female,Black,Brown,Brown,Medium,Medium,Yes,Yes,No,Healthy,Selangor,1,0,0,2.0,4
9982,0fa6ba30b,Cat,Sky,10,Domestic Short Hair,Domestic Short Hair,Male,Golden,Golden,Golden,Medium,Short,Yes,Yes,No,Healthy,Selangor,1,0,0,5.0,1
9983,5893f7a9e,Dog,Four Golden Flowers Sisters,4,Mixed Breed,Mixed Breed,Female,Black,Brown,Yellow,Medium,Short,Yes,Yes,Yes,Healthy,Perak,4,0,0,4.0,3
9984,64a0deeb0,Cat,Spunky,24,Siamese,Siamese,Male,Brown,Brown,Brown,Medium,Short,Yes,Yes,Yes,Healthy,Selangor,1,0,0,4.0,3
9985,e16bb6356,Cat,Lulu,12,Domestic Short Hair,Domestic Short Hair,Female,Yellow,White,White,Medium,Short,NA,NA,NA,Healthy,Selangor,1,0,0,1.0,2
9986,3dc98128b,Dog,Still Water,3,Mixed Breed,Mixed Breed,Male,Black,Black,Black,Medium,Medium,No,No,No,Healthy,Johor,1,0,0,1.0,4
9987,8a302ccba,Dog,Tico,30,Mixed Breed,Mixed Breed,Male,Cream,Cream,Cream,Medium,Medium,NA,NA,No,Healthy,Selangor,1,0,0,1.0,4
9988,a0f76e19b,Dog,Ash,5,Mixed Breed,Mixed Breed,Male,Black,Black,Black,Medium,Medium,Yes,Yes,No,Healthy,Selangor,1,0,0,3.0,3
9989,e488a36cf,Cat,Cicik,12,Domestic Short Hair,Domestic Short Hair,Female,Black,White,White,Medium,Medium,No,No,No,Healthy,Johor,1,0,0,2.0,4
9990,2d5eababe,Cat,Sultan,21,Domestic Long Hair,Siamese,Male,Cream,Gray,White,Large,Long,Yes,Yes,No,Minor Injury,Selangor,1,0,0,1.0,4
9991,edb154f1c,Dog,Double Quartets,0,Mixed Breed,Mixed Breed,Mixed,Black,Brown,Brown,Medium,Short,No,No,No,Healthy,Selangor,6,0,0,11.0,2
9992,9882871d9,Cat,Snowball,3,Domestic Medium Hair,Domestic Medium Hair,Male,White,White,White,Small,Medium,No,Yes,No,Healthy,Selangor,1,0,0,5.0,1
9993,8ea9f1228,Cat,White Kittens,3,Domestic Medium Hair,Domestic Medium Hair,Male,White,White,White,Medium,Medium,No,No,No,Healthy,Pulau Pinang,2,100,0,3.0,1
9994,1df948d0e,Cat,Mao Zai & B Zai,12,Domestic Short Hair,Domestic Short Hair,Male,Yellow,Yellow,Yellow,Medium,Short,Yes,Yes,Yes,Healthy,Kuala Lumpur,1,0,0,4.0,4
9995,c37419ab7,Cat,Cheetah,1,American Shorthair,American Shorthair,Female,Black,Brown,Brown,Medium,Short,No,No,No,Healthy,Kuala Lumpur,1,0,0,5.0,1
9996,5c3d3fb3d,Cat,Grey,2,Domestic Medium Hair,Domestic Medium Hair,Female,Gray,Gray,Gray,Small,Medium,No,No,No,Healthy,Johor,1,0,0,2.0,3
9997,0dff88b6f,Dog,Lacey,2,Mixed Breed,Mixed Breed,Female,Black,Brown,White,Medium,Short,Yes,Yes,NA,Healthy,Kuala Lumpur,1,0,0,5.0,2
9998,6f18704f7,Dog,Ena,1,Mixed Breed,Labrador Retriever,Female,Cream,Cream,Cream,Medium,Medium,NA,NA,No,Healthy,Selangor,1,0,0,5.0,2
9999,093cce3a1,Dog,Super Girl,12,Mixed Breed,Mixed Breed,Female,Cream,Cream,Cream,Small,Long,Yes,Yes,NA,Healthy,Perak,1,0,1,3.0,3
10000,aa91c3400,Dog,!!!!,2,Mixed Breed,Mixed Breed,Female,Brown,Golden,Golden,Small,Short,No,No,No,Healthy,Kuala Lumpur,1,150,0,3.0,1
10001,e86af84c5,Dog,Still Water,2,Mixed Breed,Mixed Breed,Mixed,Black,Black,Black,Medium,Short,No,No,NA,Healthy,Selangor,4,0,0,3.0,3
10002,77a6f71e8,Dog,Xabi,36,Poodle,Poodle,Male,Brown,Brown,Brown,Medium,Long,Yes,Yes,No,Healthy,Kuala Lumpur,1,150,0,3.0,2
10003,2885ade43,Dog,Still Water,4,Mixed Breed,Golden Retriever,Male,Golden,Golden,Golden,Medium,Medium,Yes,No,Yes,Healthy,Selangor,1,300,0,4.0,4
10004,5d3289417,Dog,Xiao Zhou,2,Mixed Breed,Mixed Breed,Male,Brown,Brown,Brown,Small,Short,No,No,No,Minor Injury,Kuala Lumpur,1,0,0,1.0,4
